Gene ID	source_id	Genomic Location (Gene)	Product Description	Selected Samples that match	Sum of Unique Peptides (Within Samples)	Unique Peptides (Across Samples)
PF3D7_1353700	PF3D7_1353700.1	Pf3D7_13_v3:2,149,723..2,150,864(+)	reactive oxygen species modulator 1, putative	7	10	6
PF3D7_1353800	PF3D7_1353800.1	Pf3D7_13_v3:2,151,014..2,152,684(-)	proteasome subunit alpha type-4, putative	22	151	31
PF3D7_1353900	PF3D7_1353900.1	Pf3D7_13_v3:2,153,175..2,155,528(+)	proteasome subunit alpha type-7, putative	22	189	35
PF3D7_1354200	PF3D7_1354200.1	Pf3D7_13_v3:2,159,676..2,163,263(-)	phosphoinositide phosphatase SAC1	11	116	34
PF3D7_1354300	PF3D7_1354300.1	Pf3D7_13_v3:2,163,553..2,168,036(-)	large subunit rRNA methyltransferase, putative	7	25	21
PF3D7_1354400	PF3D7_1354400.1	Pf3D7_13_v3:2,169,202..2,172,008(-)	V-type proton ATPase 21 kDa proteolipid subunit, putative	9	22	4
PF3D7_1354500	PF3D7_1354500.1	Pf3D7_13_v3:2,173,757..2,176,285(+)	adenylosuccinate synthetase	16	173	34
PF3D7_1354600	PF3D7_1354600.1	Pf3D7_13_v3:2,175,867..2,177,361(-)	60S ribosomal protein L7, putative	4	6	3
PF3D7_1354800	PF3D7_1354800.1	Pf3D7_13_v3:2,180,143..2,183,414(-)	metacaspase-1	2	11	9
PF3D7_1354900	PF3D7_1354900.1	Pf3D7_13_v3:2,183,640..2,186,476(+)	conserved Plasmodium protein, unknown function	9	17	9
PF3D7_1355100	PF3D7_1355100.1	Pf3D7_13_v3:2,186,494..2,190,804(+)	DNA replication licensing factor MCM6	13	233	63
PF3D7_1355200	PF3D7_1355200.1	Pf3D7_13_v3:2,190,835..2,194,498(-)	RAP protein, putative	1	1	1
PF3D7_1355300	PF3D7_1355300.1	Pf3D7_13_v3:2,195,099..2,197,551(+)	histone-lysine N-methyltransferase, putative	5	5	3
PF3D7_1355500	PF3D7_1355500.1	Pf3D7_13_v3:2,198,698..2,202,351(+)	serine/threonine protein phosphatase 5	12	198	45
PF3D7_1355600	PF3D7_1355600.1	Pf3D7_13_v3:2,202,011..2,205,513(-)	PhIL1 interacting protein PIP1	4	48	19
PF3D7_1355700	PF3D7_1355700.1	Pf3D7_13_v3:2,205,950..2,212,554(-)	NLI interacting factor-like phosphatase, putative	9	28	25
PF3D7_1355800	PF3D7_1355800.1	Pf3D7_13_v3:2,212,459..2,215,136(+)	splicing factor 3B subunit 5, putative	7	8	3
PF3D7_1355900	PF3D7_1355900.1	Pf3D7_13_v3:2,216,285..2,218,436(+)	RWD domain-containing protein, putative	6	14	6
PF3D7_1356000	PF3D7_1356000.1	Pf3D7_13_v3:2,218,743..2,222,939(+)	conserved Plasmodium protein, unknown function	2	2	2
PF3D7_1356100	PF3D7_1356100.1	Pf3D7_13_v3:2,223,411..2,227,718(-)	conserved Plasmodium protein, unknown function	12	69	42
PF3D7_1356200	PF3D7_1356200.1	Pf3D7_13_v3:2,228,269..2,229,941(-)	mitochondrial import inner membrane translocase subunit TIM23, putative	8	20	4
PF3D7_1356300	PF3D7_1356300.1	Pf3D7_13_v3:2,231,116..2,233,675(+)	ubiquitin-conjugating enzyme E2, putative	14	82	25
PF3D7_1356400	PF3D7_1356400.1	Pf3D7_13_v3:2,234,959..2,238,932(+)	phosphatase 2A regulatory subunit-related protein, putative	2	2	2
PF3D7_1356600	PF3D7_1356600.1	Pf3D7_13_v3:2,240,792..2,243,672(-)	regulator of chromosome condensation, putative	6	11	6
PF3D7_1356700	PF3D7_1356700.1	Pf3D7_13_v3:2,244,508..2,247,386(+)	DnaJ protein, putative	5	11	4
PF3D7_1356800	PF3D7_1356800.1	Pf3D7_13_v3:2,248,107..2,262,674(+)	aurora-related kinase ARK3, putative	11	43	41
PF3D7_1356900	PF3D7_1356900.1	Pf3D7_13_v3:2,262,738..2,265,705(-)	protein kinase 5	8	27	12
PF3D7_1357000	PF3D7_1357000.1	Pf3D7_13_v3:2,265,717..2,269,459(-)	elongation factor 1-alpha	48	1199	204
PF3D7_1357100	PF3D7_1357100.1	Pf3D7_13_v3:2,266,590..2,270,877(+)	elongation factor 1-alpha	47	1122	205
PF3D7_1357300	PF3D7_1357300.1	Pf3D7_13_v3:2,274,713..2,275,078(+)	dynein light chain, putative	4	9	6
PF3D7_1357400	PF3D7_1357400.1	Pf3D7_13_v3:2,275,621..2,280,940(+)	conserved Plasmodium protein, unknown function	6	26	19
PF3D7_1357500	PF3D7_1357500.1	Pf3D7_13_v3:2,280,953..2,284,450(+)	DNA helicase, putative	7	51	39
PF3D7_1357600	PF3D7_1357600.1	Pf3D7_13_v3:2,284,813..2,286,089(+)	ribosomal protein L44, putative	1	2	2
PF3D7_1357700	PF3D7_1357700.1	Pf3D7_13_v3:2,285,945..2,291,193(-)	U3 small nucleolar RNA-associated protein 21, putative	7	17	13
PF3D7_1357800	PF3D7_1357800.1	Pf3D7_13_v3:2,291,061..2,295,045(+)	T-complex protein 1 subunit delta	26	407	61
PF3D7_1357900	PF3D7_1357900.1	Pf3D7_13_v3:2,295,079..2,297,485(+)	pyrroline-5-carboxylate reductase, putative	21	145	31
PF3D7_1358000	PF3D7_1358000.1	Pf3D7_13_v3:2,297,267..2,305,076(-)	patatin-like phospholipase 2	8	34	26
PF3D7_1358100	PF3D7_1358100.1	Pf3D7_13_v3:2,305,078..2,308,166(-)	Sas10 domain-containing protein, putative	5	7	6
PF3D7_1358200	PF3D7_1358200.1	Pf3D7_13_v3:2,308,497..2,314,416(+)	conserved Plasmodium protein, unknown function	13	29	27
PF3D7_1358400	PF3D7_1358400.1	Pf3D7_13_v3:2,316,496..2,318,408(+)	conserved Plasmodium protein, unknown function	9	19	7
PF3D7_1358500	PF3D7_1358500.1	Pf3D7_13_v3:2,318,416..2,321,089(+)	zinc finger protein, putative	6	17	11
PF3D7_1358600	PF3D7_1358600.1	Pf3D7_13_v3:2,322,060..2,325,077(+)	zinc finger protein, putative	2	5	5
PF3D7_1358700	PF3D7_1358700.1	Pf3D7_13_v3:2,325,473..2,328,323(-)	YOP1-like protein, putative	22	67	14
PF3D7_1358800	PF3D7_1358800.1	Pf3D7_13_v3:2,329,517..2,331,678(+)	40S ribosomal protein S15	36	185	26
PF3D7_1358900	PF3D7_1358900.1	Pf3D7_13_v3:2,331,698..2,335,247(-)	GTP-binding protein, putative	13	60	17
PF3D7_1359000	PF3D7_1359000.1	Pf3D7_13_v3:2,335,486..2,346,648(-)	conserved Plasmodium protein, unknown function	7	14	13
PF3D7_1359100	PF3D7_1359100.1	Pf3D7_13_v3:2,347,380..2,350,101(-)	riboflavin kinase, putative	8	28	14
PF3D7_1359200	PF3D7_1359200.1	Pf3D7_13_v3:2,350,110..2,353,226(-)	high mobility group protein B4, putative	5	34	15
PF3D7_1359300	PF3D7_1359300.1	Pf3D7_13_v3:2,353,589..2,357,798(+)	exosome complex exonuclease RRP44	8	50	24
PF3D7_1359400	PF3D7_1359400.1	Pf3D7_13_v3:2,358,469..2,362,433(-)	CUGBP Elav-like family member 1	31	191	45
PF3D7_1359500	PF3D7_1359500.1	Pf3D7_13_v3:2,364,426..2,365,235(+)	conserved Plasmodium protein, unknown function	2	9	5
PF3D7_1359600	PF3D7_1359600.1	Pf3D7_13_v3:2,367,440..2,379,279(+)	conserved Plasmodium protein, unknown function	11	76	57
PF3D7_1359700	PF3D7_1359700.1	Pf3D7_13_v3:2,379,985..2,393,171(+)	conserved Plasmodium protein, unknown function	6	17	17
PF3D7_1359900	PF3D7_1359900.1	Pf3D7_13_v3:2,395,314..2,402,848(+)	quinoxaline resistance protein QRP1	8	38	29
PF3D7_1360000	PF3D7_1360000.1	Pf3D7_13_v3:2,403,511..2,404,044(-)	ATP synthase-associated protein, putative	7	50	12
PF3D7_1360100	PF3D7_1360100.1	Pf3D7_13_v3:2,404,623..2,406,467(-)	RNA-binding protein, putative	7	11	6
PF3D7_1360200	PF3D7_1360200.1	Pf3D7_13_v3:2,406,644..2,408,604(-)	ER membrane protein complex subunit 3, putative	16	58	14
PF3D7_1360300	PF3D7_1360300.1	Pf3D7_13_v3:2,408,666..2,410,749(-)	conserved Plasmodium protein, unknown function	4	12	4
PF3D7_1360500	PF3D7_1360500.1	Pf3D7_13_v3:2,413,324..2,425,261(+)	guanylyl cyclase beta	6	16	11
PF3D7_1360700	PF3D7_1360700.1	Pf3D7_13_v3:2,425,337..2,432,314(-)	E3 SUMO-protein ligase PIAS, putative	7	25	17
PF3D7_1360800	PF3D7_1360800.1	Pf3D7_13_v3:2,434,692..2,439,303(+)	falcilysin	30	878	145
PF3D7_1360900	PF3D7_1360900.1	Pf3D7_13_v3:2,439,392..2,443,396(-)	RNA-binding protein, putative	33	207	38
PF3D7_1361000	PF3D7_1361000.1	Pf3D7_13_v3:2,444,905..2,447,446(-)	protein arginine N-methyltransferase 5, putative	9	36	17
PF3D7_1361100	PF3D7_1361100.1	Pf3D7_13_v3:2,449,531..2,453,792(+)	protein transport protein Sec24A	33	215	49
PF3D7_1361200	PF3D7_1361200.1	Pf3D7_13_v3:2,454,751..2,461,569(+)	conserved Plasmodium protein, unknown function	7	12	11
PF3D7_1361400	PF3D7_1361400.1	Pf3D7_13_v3:2,463,755..2,464,745(-)	actin-depolymerizing factor 2	6	26	9
PF3D7_1361500	PF3D7_1361500.1	Pf3D7_13_v3:2,464,790..2,468,539(-)	PH domain-containing protein, putative	2	14	11
PF3D7_1361600	PF3D7_1361600.1	Pf3D7_13_v3:2,469,127..2,469,540(-)	Fe-S assembly protein IscX, putative	6	7	4
PF3D7_1361700	PF3D7_1361700.1	Pf3D7_13_v3:2,470,306..2,472,405(+)	cytochrome c oxidase subunit 2A, putative	7	19	7
PF3D7_1361800	PF3D7_1361800.1	Pf3D7_13_v3:2,473,498..2,482,244(+)	glideosome-associated connector	37	1113	301
PF3D7_1361900	PF3D7_1361900.1	Pf3D7_13_v3:2,481,776..2,484,101(-)	proliferating cell nuclear antigen 1	34	301	53
PF3D7_1362000	PF3D7_1362000.1	Pf3D7_13_v3:2,486,033..2,487,778(+)	cytochrome c oxidase subunit ApiCOX24, putative	8	48	13
PF3D7_1362100	PF3D7_1362100.1	Pf3D7_13_v3:2,487,843..2,489,579(-)	14-3-3 protein	2	12	9
PF3D7_1362200	PF3D7_1362200.1	Pf3D7_13_v3:2,489,913..2,492,561(-)	RuvB-like helicase 3	21	203	39
PF3D7_1362300	PF3D7_1362300.1	Pf3D7_13_v3:2,492,607..2,494,181(+)	transmembrane and coiled-coil domain-containing protein 1, putative	9	26	5
PF3D7_1362400	PF3D7_1362400.1	Pf3D7_13_v3:2,495,001..2,502,249(+)	calpain	3	7	7
PF3D7_1362500	PF3D7_1362500.1	Pf3D7_13_v3:2,502,730..2,505,875(+)	3'-5' exonuclease, putative	1	1	1
PF3D7_1362700	PF3D7_1362700.1	Pf3D7_13_v3:2,509,007..2,517,549(+)	conserved Plasmodium protein, unknown function	10	45	32
PF3D7_1362800	PF3D7_1362800.1	Pf3D7_13_v3:2,518,311..2,525,712(+)	conserved Plasmodium protein, unknown function	5	9	9
PF3D7_1362900	PF3D7_1362900.1	Pf3D7_13_v3:2,526,360..2,531,483(+)	conserved Plasmodium protein, unknown function	1	3	3
PF3D7_1363000	PF3D7_1363000.1	Pf3D7_13_v3:2,532,007..2,535,722(+)	conserved Plasmodium protein, unknown function	1	3	3
PF3D7_1363100	PF3D7_1363100.1	Pf3D7_13_v3:2,535,745..2,539,767(+)	conserved Plasmodium protein, unknown function	9	31	12
PF3D7_1363200	PF3D7_1363200.1	Pf3D7_13_v3:2,539,355..2,541,896(-)	bifunctional polynucleotide phosphatase/kinase	8	54	25
PF3D7_1363300	PF3D7_1363300.1	Pf3D7_13_v3:2,542,180..2,543,589(+)	50S ribosomal protein L9, mitochondrial, putative	1	1	1
PF3D7_1363400	PF3D7_1363400.1	Pf3D7_13_v3:2,543,068..2,547,394(-)	polyubiquitin binding protein, putative	16	133	44
PF3D7_1363500	PF3D7_1363500.1	Pf3D7_13_v3:2,547,654..2,551,108(+)	CCR4 domain-containing protein 2, putative	5	6	4
PF3D7_1363600	PF3D7_1363600.1	Pf3D7_13_v3:2,551,210..2,552,002(-)	conserved Plasmodium protein, unknown function	2	5	4
PF3D7_1363700	PF3D7_1363700.1	Pf3D7_13_v3:2,552,035..2,555,363(+)	protein AMR1	1	1	1
PF3D7_1363800	PF3D7_1363800.1	Pf3D7_13_v3:2,556,025..2,559,547(+)	nuclear fusion protein, putative	5	23	12
PF3D7_1364000	PF3D7_1364000.1	Pf3D7_13_v3:2,563,135..2,567,108(+)	conserved protein, unknown function	9	11	8
PF3D7_1364100	PF3D7_1364100.1	Pf3D7_13_v3:2,568,534..2,571,611(+)	6-cysteine protein P92	11	91	39
PF3D7_1364200	PF3D7_1364200.1	Pf3D7_13_v3:2,571,524..2,578,165(-)	nucleoporin NUP205, putative	15	37	28
PF3D7_1364300	PF3D7_1364300.1	Pf3D7_13_v3:2,578,668..2,582,635(-)	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	3	5	4
PF3D7_1364400	PF3D7_1364400.1	Pf3D7_13_v3:2,583,838..2,595,100(+)	conserved Plasmodium protein, unknown function	12	38	32
PF3D7_1364500	PF3D7_1364500.1	Pf3D7_13_v3:2,596,245..2,598,309(+)	exosome complex component RRP45, putative	7	12	5
PF3D7_1364600	PF3D7_1364600.1	Pf3D7_13_v3:2,598,355..2,601,731(+)	aldehyde reductase, putative	2	4	4
PF3D7_1364800	PF3D7_1364800.1	Pf3D7_13_v3:2,603,194..2,605,638(-)	DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative	16	62	17
PF3D7_1364900	PF3D7_1364900.1	Pf3D7_13_v3:2,605,886..2,608,261(-)	ferrochelatase	3	3	2
PF3D7_1365000	PF3D7_1365000.1	Pf3D7_13_v3:2,608,363..2,610,359(+)	conserved Plasmodium protein, unknown function	3	5	5
PF3D7_1365200	PF3D7_1365200.1	Pf3D7_13_v3:2,610,995..2,612,309(+)	conserved protein, unknown function	1	1	1
PF3D7_1365400	PF3D7_1365400.1	Pf3D7_13_v3:2,615,836..2,618,677(-)	adenylyltransferase and sulfurtransferase UBA4, putative	4	12	7
PF3D7_1365500	PF3D7_1365500.1	Pf3D7_13_v3:2,619,004..2,621,127(+)	aminomethyltransferase, mitochondrial, putative	14	105	25
PF3D7_1365600	PF3D7_1365600.1	Pf3D7_13_v3:2,621,160..2,624,082(+)	DNA topoisomerase 6 subunit B	2	7	4
PF3D7_1365700	PF3D7_1365700.1	Pf3D7_13_v3:2,624,097..2,627,647(-)	SNARE associated Golgi protein, putative	18	39	17
PF3D7_1365800	PF3D7_1365800.1	Pf3D7_13_v3:2,629,805..2,631,978(+)	conserved Plasmodium protein, unknown function	3	10	8
PF3D7_1365900	PF3D7_1365900.1	Pf3D7_13_v3:2,632,304..2,634,360(-)	ubiquitin-60S ribosomal protein L40	37	108	16
PF3D7_1366000	PF3D7_1366000.1	Pf3D7_13_v3:2,633,993..2,636,011(+)	conserved Plasmodium protein, unknown function	1	1	1
PF3D7_1366100	PF3D7_1366100.1	Pf3D7_13_v3:2,636,101..2,637,601(+)	DIP13 homolog, putative	5	11	7
PF3D7_1366300	PF3D7_1366300.1	Pf3D7_13_v3:2,638,584..2,653,705(-)	conserved Plasmodium protein, unknown function	20	102	70
PF3D7_1366400	PF3D7_1366400.1	Pf3D7_13_v3:2,654,471..2,660,689(-)	rhoptry protein RHOP148	10	43	27
PF3D7_1366500	PF3D7_1366500.1	Pf3D7_13_v3:2,660,521..2,662,797(+)	nucleoside diphosphate kinase	24	160	27
PF3D7_1366600	PF3D7_1366600.1	Pf3D7_13_v3:2,662,173..2,665,818(-)	signal recognition particle receptor subunit alpha, putative	17	93	37
PF3D7_1366700	PF3D7_1366700.1	Pf3D7_13_v3:2,665,864..2,668,733(+)	conserved Plasmodium protein, unknown function	2	2	2
PF3D7_1366800	PF3D7_1366800.1	Pf3D7_13_v3:2,668,028..2,671,369(-)	phosphatidylserine synthase	4	9	7
PF3D7_1366900	PF3D7_1366900.1	Pf3D7_13_v3:2,674,514..2,679,479(+)	conserved protein, unknown function	30	226	65
PF3D7_1367000	PF3D7_1367000.1	Pf3D7_13_v3:2,678,143..2,680,756(-)	suppressor of kinetochore protein 1	11	31	9
PF3D7_1367100	PF3D7_1367100.1	Pf3D7_13_v3:2,680,786..2,683,055(+)	U1 small nuclear ribonucleoprotein 70 kDa homolog, putative	12	21	15
PF3D7_1367200	PF3D7_1367200.1	Pf3D7_13_v3:2,683,581..2,684,967(+)	CLAMP domain-containing protein, putative	2	7	5
PF3D7_1367400	PF3D7_1367400.1	Pf3D7_13_v3:2,687,168..2,691,319(+)	conserved Plasmodium protein, unknown function	2	4	4
PF3D7_1367500	PF3D7_1367500.1	Pf3D7_13_v3:2,691,361..2,693,825(+)	NADH-cytochrome b5 reductase, putative	6	12	8
PF3D7_1367600	PF3D7_1367600.1	Pf3D7_13_v3:2,693,485..2,695,219(-)	ribosome biogenesis protein MRT4, putative	12	25	7
PF3D7_1367700	PF3D7_1367700.1	Pf3D7_13_v3:2,695,379..2,700,285(+)	alanine--tRNA ligase	20	319	82
PF3D7_1367800	PF3D7_1367800.1	Pf3D7_13_v3:2,701,228..2,704,776(+)	secreted ookinete protein, putative	3	5	5
PF3D7_1368100	PF3D7_1368100.1	Pf3D7_13_v3:2,709,995..2,711,880(-)	26S proteasome regulatory subunit RPN11, putative	22	186	32
PF3D7_1368200	PF3D7_1368200.1	Pf3D7_13_v3:2,713,313..2,717,072(-)	ABC transporter E family member 1, putative	17	138	36
PF3D7_1368400	PF3D7_1368400.1	Pf3D7_13_v3:2,718,413..2,721,928(-)	ribosomal protein L1, putative	3	3	3
PF3D7_1368600	PF3D7_1368600.1	Pf3D7_13_v3:2,725,142..2,726,519(-)	mitochondrial import inner membrane translocase subunit TIM9, putative	9	19	6
PF3D7_1368800	PF3D7_1368800.1	Pf3D7_13_v3:2,730,239..2,736,221(-)	DNA repair endonuclease XPF, putative	4	11	11
PF3D7_1368900	PF3D7_1368900.1	Pf3D7_13_v3:2,738,083..2,741,740(+)	conserved protein, unknown function	7	16	15
PF3D7_1369000	PF3D7_1369000.1	Pf3D7_13_v3:2,742,329..2,746,396(+)	glycosylphosphatidylinositol anchor attachment 1 protein, putative	9	36	18
PF3D7_1369100	PF3D7_1369100.1	Pf3D7_13_v3:2,746,174..2,748,732(-)	conserved Plasmodium protein, unknown function	5	8	4
PF3D7_1369200	PF3D7_1369200.1	Pf3D7_13_v3:2,748,967..2,756,484(+)	conserved Plasmodium protein, unknown function	3	6	6
PF3D7_1369400	PF3D7_1369400.1	Pf3D7_13_v3:2,759,048..2,768,913(+)	conserved Plasmodium protein, unknown function	12	54	33
PF3D7_1369500	PF3D7_1369500.1	Pf3D7_13_v3:2,769,414..2,773,904(+)	nuclear cap-binding protein subunit 1, putative	17	97	36
PF3D7_1369600	PF3D7_1369600.1	Pf3D7_13_v3:2,773,725..2,776,948(-)	conserved Plasmodium protein, unknown function	1	2	2
PF3D7_1369700	PF3D7_1369700.1	Pf3D7_13_v3:2,777,488..2,779,407(-)	U2 small nuclear ribonucleoprotein A', putative	9	48	13
PF3D7_1370300	PF3D7_1370300.1	Pf3D7_13_v3:2,786,609..2,789,345(+)	membrane associated histidine-rich protein 1	18	62	16
PF3D7_1371900	PF3D7_1371900.1	Pf3D7_13_v3:2,829,530..2,830,830(+)	Plasmodium exported protein, unknown function	1	1	1
PF3D7_1372000	PF3D7_1372000.1	Pf3D7_13_v3:2,832,623..2,835,439(+)	Plasmodium exported protein (PHISTa), unknown function	1	7	7
PF3D7_1372100	PF3D7_1372100.1	Pf3D7_13_v3:2,835,756..2,839,580(+)	Plasmodium exported protein (PHISTb), unknown function	3	11	7
PF3D7_1372300	PF3D7_1372300.1	Pf3D7_13_v3:2,843,157..2,847,557(+)	Plasmodium exported protein (PHISTa-like)	2	2	2
PF3D7_1372400	PF3D7_1372400.1	Pf3D7_13_v3:2,850,369..2,853,482(+)	acyl-CoA synthetase	4	11	9
PF3D7_1373300	PF3D7_1373300.1	Pf3D7_13_v3:2,877,908..2,879,141(+)	rifin	1	1	1
PF3D7_1373500	PF3D7_1373500.1	Pf3D7_13_v3:2,884,786..2,892,340(-)	erythrocyte membrane protein 1, PfEMP1	1	1	1
PF3D7_1400200	PF3D7_1400200.1	Pf3D7_14_v3:7,208..8,538(-)	rifin	2	2	2
PF3D7_1400300	PF3D7_1400300.1	Pf3D7_14_v3:10,974..12,117(-)	rifin	2	5	5
PF3D7_1400400	PF3D7_1400400.1	Pf3D7_14_v3:14,126..15,363(-)	rifin	1	1	1
PF3D7_1401000	PF3D7_1401000.1	Pf3D7_14_v3:34,693..35,773(-)	GBPH protein	1	1	1
PF3D7_1401100	PF3D7_1401100.1	Pf3D7_14_v3:39,940..43,736(-)	HSPA8-interacting J protein	9	30	19
PF3D7_1401200	PF3D7_1401200.1	Pf3D7_14_v3:46,160..48,541(+)	Plasmodium exported protein, unknown function	5	21	13
PF3D7_1401300	PF3D7_1401300.1	Pf3D7_14_v3:47,990..50,443(-)	epoxide hydrolase 2	3	4	4
PF3D7_1401400	PF3D7_1401400.1	Pf3D7_14_v3:52,256..54,457(-)	early transcribed membrane protein 14.1	12	14	4
PF3D7_1401600	PF3D7_1401600.1	Pf3D7_14_v3:60,100..64,491(-)	Plasmodium exported protein (PHISTb), unknown function	16	69	30
PF3D7_1401800	PF3D7_1401800.1	Pf3D7_14_v3:69,339..74,061(+)	choline kinase	13	81	19
PF3D7_1401900	PF3D7_1401900.1	Pf3D7_14_v3:73,418..76,793(-)	conserved protein, unknown function	3	8	7
PF3D7_1402000	PF3D7_1402000.1	Pf3D7_14_v3:76,988..80,648(-)	DHH phosphoesterase, putative	6	17	10
PF3D7_1402100	PF3D7_1402100.1	Pf3D7_14_v3:80,732..83,840(+)	pseudouridine synthase, putative	2	2	2
PF3D7_1402200	PF3D7_1402200.1	Pf3D7_14_v3:84,195..85,840(+)	cytochrome c oxidase subunit ApiCOX19, putative	8	32	10
PF3D7_1402300	PF3D7_1402300.1	Pf3D7_14_v3:85,517..89,001(-)	26S proteasome regulatory subunit RPN6	18	202	45
PF3D7_1402500	PF3D7_1402500.1	Pf3D7_14_v3:91,741..94,594(-)	ribosomal protein S27a, putative	10	13	6
PF3D7_1402700	PF3D7_1402700.1	Pf3D7_14_v3:94,596..99,118(-)	U2 snRNP-associated SURP motif-containing protein, putative	7	14	9
PF3D7_1402800	PF3D7_1402800.1	Pf3D7_14_v3:100,564..106,014(+)	conserved Plasmodium protein, unknown function	5	9	9
PF3D7_1403000	PF3D7_1403000.1	Pf3D7_14_v3:110,031..112,645(+)	radial spoke protein 3, putative	4	20	8
PF3D7_1403100	PF3D7_1403100.1	Pf3D7_14_v3:112,600..119,538(-)	condensin complex subunit 1, putative	11	37	27
PF3D7_1403200	PF3D7_1403200.1	Pf3D7_14_v3:119,995..121,405(-)	EGF domain-containing protein, putative	1	5	5
PF3D7_1403400	PF3D7_1403400.1	Pf3D7_14_v3:125,986..129,877(+)	dynein regulatory complex protein, putative	5	35	20
PF3D7_1403500	PF3D7_1403500.1	Pf3D7_14_v3:130,022..132,234(-)	dynein light chain, putative	4	33	16
PF3D7_1403600	PF3D7_1403600.1	Pf3D7_14_v3:131,925..133,539(+)	selenoprotein 1	3	3	1
PF3D7_1403700	PF3D7_1403700.1	Pf3D7_14_v3:133,424..135,951(-)	translocation associated membrane protein, putative	10	26	8
PF3D7_1403800	PF3D7_1403800.1	Pf3D7_14_v3:136,530..141,420(-)	nuclear formin-like protein MISFIT, putative	7	101	43
PF3D7_1403900	PF3D7_1403900.1	Pf3D7_14_v3:141,443..143,326(-)	serine/threonine protein phosphatase CPPED1, putative	27	162	32
PF3D7_1404000	PF3D7_1404000.1	Pf3D7_14_v3:143,936..144,696(+)	DNA-directed RNA polymerase II subunit RPB4, putative	2	6	4
PF3D7_1404100	PF3D7_1404100.1	Pf3D7_14_v3:144,730..146,345(-)	cytochrome c, putative	18	79	18
PF3D7_1404200	PF3D7_1404200.1	Pf3D7_14_v3:147,447..148,737(+)	conserved Plasmodium protein, unknown function	4	37	11
PF3D7_1404300	PF3D7_1404300.1	Pf3D7_14_v3:150,000..150,608(+)	secreted ookinete adhesive protein, putative	1	1	1
PF3D7_1404500	PF3D7_1404500.1	Pf3D7_14_v3:152,807..154,904(+)	rRNA biogenesis protein RRP5, putative	2	2	2
PF3D7_1404700	PF3D7_1404700.1	Pf3D7_14_v3:160,928..162,542(-)	cysteine-rich small secreted protein CSS, putative	2	16	12
PF3D7_1404800	PF3D7_1404800.1	Pf3D7_14_v3:163,283..168,162(-)	conserved Plasmodium protein, unknown function	2	5	5
PF3D7_1404900	PF3D7_1404900.1	Pf3D7_14_v3:168,515..171,941(+)	conserved Plasmodium protein, unknown function	16	82	18
PF3D7_1405000	PF3D7_1405000.1	Pf3D7_14_v3:171,985..175,299(+)	conserved Plasmodium protein, unknown function	3	6	6
PF3D7_1405100	PF3D7_1405100.1	Pf3D7_14_v3:175,043..179,843(-)	GTPase-activating protein, putative	6	21	16
PF3D7_1405200	PF3D7_1405200.1	Pf3D7_14_v3:180,266..181,742(+)	trafficking protein particle complex subunit 1, putative	5	14	5
PF3D7_1405300	PF3D7_1405300.1	Pf3D7_14_v3:181,855..185,353(+)	conserved Plasmodium protein, unknown function	1	1	1
PF3D7_1405400	PF3D7_1405400.1	Pf3D7_14_v3:185,138..190,524(-)	DNA mismatch repair protein, putative	2	3	3
PF3D7_1405600	PF3D7_1405600.1	Pf3D7_14_v3:192,727..194,345(-)	ribonucleoside-diphosphate reductase small chain, putative	17	164	31
PF3D7_1405700	PF3D7_1405700.1	Pf3D7_14_v3:196,106..199,602(-)	RING zinc finger protein, putative	4	6	3
PF3D7_1405800	PF3D7_1405800.1	Pf3D7_14_v3:200,101..204,702(-)	ribosome biogenesis protein BOP1, putative	7	10	8
PF3D7_1405900	PF3D7_1405900.1	Pf3D7_14_v3:204,930..209,333(+)	RNA-binding protein, putative	4	5	4
PF3D7_1406000	PF3D7_1406000.1	Pf3D7_14_v3:210,252..211,328(+)	RNA-binding protein 8A, putative	3	4	3
PF3D7_1406100	PF3D7_1406100.1	Pf3D7_14_v3:211,139..215,915(-)	tubby domain-containing protein, putative	4	9	8
PF3D7_1406200	PF3D7_1406200.1	Pf3D7_14_v3:217,394..227,116(+)	transcription elongation factor SPT6, putative	21	127	83
PF3D7_1406300	PF3D7_1406300.1	Pf3D7_14_v3:227,948..230,574(+)	glycerophosphodiester phosphodiesterase	8	108	38
PF3D7_1406500	PF3D7_1406500.1	Pf3D7_14_v3:233,001..237,744(-)	WD repeat-containing protein 65, putative	6	87	56
PF3D7_1406600	PF3D7_1406600.1	Pf3D7_14_v3:238,872..244,318(+)	ATP-dependent Clp protease regulatory subunit ClpC	5	16	11
PF3D7_1406700	PF3D7_1406700.1	Pf3D7_14_v3:244,331..246,273(+)	vacuolar protein sorting-associated protein 29	17	70	11
PF3D7_1406800	PF3D7_1406800.1	Pf3D7_14_v3:246,052..249,607(-)	glideosome associated protein with multiple membrane spans 3	21	87	23
PF3D7_1407000	PF3D7_1407000.1	Pf3D7_14_v3:253,542..257,360(+)	LCCL domain-containing protein	6	249	87
PF3D7_1407100	PF3D7_1407100.1	Pf3D7_14_v3:258,164..260,710(+)	rRNA 2'-O-methyltransferase fibrillarin, putative	26	119	29
PF3D7_1407200	PF3D7_1407200.1	Pf3D7_14_v3:260,615..262,717(-)	conserved Plasmodium protein, unknown function	9	20	19
